"","Countryname","Country","EMERGING_RISK_HEALTH_AV","EMERGING_RISK_MACRO_FISCAL_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","OVERALL_HEALTH_AV","OVERALL_FOOD_SECURITY_AV","OVERALL_MACRO_FISCAL_AV","OVERALL_SOCIOECONOMIC_VULNERABILITY_AV","OVERALL_NATURAL_HAZARDS_AV","OVERALL_FRAGILITY_INSTITUTIONS_AV","OVERALL_FLAGS_AV","OVERALL_FLAGS_AV_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_HEALTH_SQ_ALT","OVERALL_HEALTH_FILTER_10","OVERALL_FOOD_SECURITY_FILTER_10","OVERALL_MACRO_FISCAL_FILTER_10","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_10","OVERALL_NATURAL_HAZARDS_FILTER_10","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_10","OVERALL_FLAGS_FILTER_10","OVERALL_FLAGS_FILTER_10_MED","OVERALL_HEALTH_FILTER_7","OVERALL_FOOD_SECURITY_FILTER_7","OVERALL_MACRO_FISCAL_FILTER_7","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7","OVERALL_NATURAL_HAZARDS_FILTER_7","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7","OVERALL_FLAGS_FILTER_7","OVERALL_FLAGS_FILTER_7_MED","OVERALL_HEALTH_FILTER_7_5","OVERALL_FOOD_SECURITY_FILTER_7_5","OVERALL_MACRO_FISCAL_FILTER_7_5","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7_5","OVERALL_NATURAL_HAZARDS_FILTER_7_5","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5_MED","OVERALL_HEALTH_GEO","OVERALL_FOOD_SECURITY_GEO","OVERALL_MACRO_FISCAL_GEO","OVERALL_SOCIOECONOMIC_VULNERABILITY_GEO","OVERALL_NATURAL_HAZARDS_GEO","OVERALL_FRAGILITY_INSTITUTIONS_GEO","OVERALL_FLAGS_GEO","OVERALL_FLAGS_GEO_MED","UNDERLYING_RISK_HEALTH","UNDERLYING_RISK_FOOD_SECURITY","UNDERLYING_RISK_MACRO_FISCAL","UNDERLYING_RISK_SOCIOECONOMIC_VULNERABILITY","UNDERLYING_RISK_NATURAL_HAZARDS","UNDERLYING_RISK_FRAGILITY_INSTITUTIONS","UNDERLYING_FLAGS","UNDERLYING_FLAGS_MED","EMERGING_RISK_HEALTH","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_SOCIOECONOMIC_VULNERABILITY","EMERGING_RISK_MACRO_FISCAL","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","EMERGING_FLAGS","EMERGING_FLAGS_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","H_coefvar","M_coefvar","Fr_coefvar","NH_coefvar","F_coefvar","S_coefvar","RELIABILITY_SCORE_UNDERLYING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"90","Saint Lucia","LCA",NA,NA,NA,4.248,1,NA,5.72216061183384,1.33333333333334,0,0,0.5,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.28612842110591,1,NA,5.60525983686817,0,0,0,0.5,6.94,NA,NA,4.57142857142857,2.66666666666667,0,0,0,1.556,1,6.87289265223912,NA,0,0,0,0,1,1.08191277685635,NA,NA,NA,NA,NA,0.2,0.4
"91","Solomon Islands","SLB",NA,NA,NA,9.74538461538462,NA,NA,7.76254213423955,4,5,2,2.5,3.16227766016838,8.16260773590352,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,9.74471059679992,NA,NA,7.74489194797227,0,0,2,2,9.86,9.13875598086125,NA,8.28571428571428,8,10,1,3,9.63076923076923,NA,7.23936998276483,NA,0,0,0,1,1,2,NA,NA,NA,NA,NA,0,0.6
"92","United Arab Emirates","ARE",2.35025334809584,0,NA,7.33,3.03827751196172,1.52012060054147,3.71428571428571,2.66666666666667,0,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82641926635041,2.32008084333654,0,1.73205080756888,0,0,0,0.5,4.66,1.07655502392344,3.04024120108294,0.428571428571429,5.33333333333333,0,0,0,10,5,7,0,0,0,1,1.5,1,1.07956089159699,NA,NA,NA,NA,NA,0,0.3
"93","Azerbaijan","AZE",1.97560563165044,9.73151408450705,NA,8.07212607120194,3.61722488038277,8.59791308458678,4.7502380952381,6.75,5,2,3,3.14083487001808,6.4243556423949,0,0,0,0,0,0,0,0,10,0,10,0,0,0,2,2,10,0,10,0,5,0,2,2.5,8.02042675545459,3.56417582090119,8.52285504881365,4.66552707174044,6.74536878161602,0,2,2.5,7.16,4.23444976076555,7.46431208466651,3.85714285714286,6.5,0,0,1,8.98425214240388,3,5.64333333333334,9.73151408450705,7,10,1,2.5,9.86484368072148,1.10951524350746,NA,1.12347159047619,1.4142135623731,NA,NA,0,0.3
"94","Bahrain","BHR",1.48672049333842,8.8512323943662,NA,8.06,2.76315789473684,7.2378854563512,2.58880952380953,0,0,2,2,1.72484842271296,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.82304288624318,1.62221421130762,7.05578468611805,2.43662530093219,0,0,2,2,6.12,0.526315789473683,5.62453851833621,1.71428571428572,0,0,0,0,10,5,3.46333333333333,8.8512323943662,0,0,1,1.5,2.97510208133539,1.85719102905361,NA,NA,NA,NA,NA,0,0.3
"95","Bangladesh","BGD",0.97009669270672,9.07130281690141,NA,7.50370660218419,NA,6.31727828514281,8.42857142857143,5,3.77486003602407,2,3,2.87673679659745,8.37102932999782,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,0,0,1,1.5,7.48727624940786,NA,5.68536312036519,8.28078671210825,0,0,2,2.5,8,8.03827751196172,3.5632537533842,6.85714285714286,10,0,1,2,7.00741320436838,NA,10,9.07130281690141,0,7.54972007204814,1,2.5,8.27561459689777,1.22176414605412,NA,1.73205080756888,NA,NA,NA,0,0.4
"96","Bhutan","BTN",0.155124333358074,10,NA,3.79153846153846,5.99282296650718,6.34168102387398,7.22584747396287,2.08333333333333,0,1,2,1.77827941003892,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,3.12408017231903,5.91001096996205,5.18011780536695,7.2230031645572,0,0,1,2,5.94,6.98564593301436,2.68336204774797,7.42857142857143,4.16666666666667,0,0,0.5,1.64307692307692,5,7.0231235193543,10,0,0,1,1.5,3.16227766016838,2.44098261530929,NA,NA,NA,NA,NA,0,0.3
"97","Burundi","BDI",0.222583813878866,3.70158450704226,NA,9.83153846153846,7.46411483253589,6.85079225352113,9.65689837110499,2.16666666666667,10,4,4.5,7.80004156889629,6.5567105649671,0,0,0,0,0,10,1,1,10,0,0,10,0,10,3,3,10,0,0,10,0,10,3,3,9.83009507740231,7.0456474738209,6.084064847651,9.65080138755844,0,10,4,4.5,10,9.92822966507177,10,10,4.33333333333333,10,4,4.5,9.66307692307692,5,9.31379674220999,3.70158450704226,0,10,1,2,6.084064847651,2.24769818003781,NA,1.73205080756888,NA,NA,NA,0,0.3
"98","Cambodia","KHM",1.00443936990959,10,NA,5.22730769230769,NA,7.35078759537288,5.49417768205915,4,0,1,2,1.77827941003892,5.31483153103147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.82011011683981,NA,6.85680333008448,4.73215720285056,0,0,0,0.5,7.25,9.33014354066986,4.70157519074576,8.28571428571428,8,0,0,2,3.20461538461538,NA,2.70264107840402,10,0,0,1,1,3.16227766016838,1.124123139313,NA,NA,NA,NA,NA,0,0.4
"99","China","CHN",NA,0,NA,7.18,NA,1.44628353433424,5.53394393447657,5,0,1,2,1,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.60302960768767,NA,0,5.2262203772537,0,0,0,1,4.36,2.91866028708134,2.89256706866847,3.71428571428571,10,0,1,1,10,NA,7.35360215466743,0,0,0,1,1.5,1,2.44869829978626,NA,NA,NA,NA,1.53449209875768,0,0.3
"100","Comoros","COM",NA,NA,NA,5.04272,NA,NA,6.93224635390378,1.41666666666666,5,0,1.5,3.16227766016838,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,0.924337600663309,NA,NA,6.73566041075133,0,0,0,0.5,10,8.22966507177034,NA,8.57142857142857,2.83333333333333,10,2,3,0.0854400000000002,NA,5.29306413637899,NA,0,0,0,0,1,2.40443003608116,NA,NA,NA,NA,NA,0,0.5
"101","Congo","COG",1.51284357287948,9.86355633802818,NA,9.64,NA,8.72238855542807,8.85714285714286,2.41666666666667,10,4,4,9.96571314901109,5.41172292274152,0,0,0,0,0,10,1,1,10,0,10,10,0,10,4,4,10,0,10,10,0,10,4,4,9.63327566303384,NA,8.64741569509747,8.7831006565368,0,10,4,4,9.28,10,7.58122077282796,7.71428571428572,4.83333333333333,10,2,3.5,10,NA,10,9.86355633802818,0,10,3,3.5,9.93154385683725,1.2536794034725,NA,1.73205080756888,NA,NA,NA,0,0.4
"102","France","FRA",2.72001922111996,2.90933098591549,NA,6.25,1.5,1.45466549295774,5.09571428571429,2,0,0,1,1.30601535525066,9.79333630281489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2.34459865587756,0,0,0,0.5,2.5,0,0,0.571428571428571,4,0,0,0,10,3,9.62,2.90933098591549,0,0,1,1.5,1.70567610815052,1.04552045448018,NA,NA,NA,NA,NA,0,0.3
"103","Gabon","GAB",1.15008931920846,3.17341549295775,NA,7.98940826245927,3.80143540669857,4.69432527047592,8.07142857142857,1.25,0,2,2,1.33469408076747,7.73228072752054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,7.73228072752053,2.56960518628779,4.44111733617549,7.83763812819726,0,0,2,2,10,6.60287081339713,6.21523504799409,6.14285714285714,2.5,0,1,1,5.97881652491855,1,10,3.17341549295775,0,0,1,1,1.78140828923572,2.37525503073735,NA,NA,NA,NA,NA,0,0.3
"104","Gambia","GMB",2.19466313291846,7.0906690140845,NA,9.625,6.25598086124402,7.32671526018033,9.03283943448748,5.25,0,3,4,1.6318183155401,2.27239630019113,0,0,0,0,0,0,0,0,10,0,10,10,0,0,3,3,10,0,10,10,0,0,3,3,9.61769203083567,6.12860576415551,7.32291189851847,9.0167682675558,4.94974746830583,0,3,3.5,9.25,7.51196172248804,7.56276150627616,9.57142857142857,3.5,0,0,2,10,5,8.49425029754639,7.0906690140845,7,0,1,2.5,2.66283101493213,1.20626110952646,NA,NA,1.4142135623731,NA,NA,0,0.3
"105","Germany","DEU",1.48828241486232,0,NA,3.99378318470918,1.5,0,2.00738095238095,1.25,0,0,0,1,6.62518654393433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3979268328151,0,0,1.40271844916186,0,0,0,0,0.799999999999999,0,0,0.571428571428571,2.5,0,0,0,7.18756636941836,3,3.44333333333333,0,0,0,0,0.5,1,1.37830502534788,NA,NA,NA,NA,NA,0,0.3
"106","Kiribati","KIR",NA,NA,NA,9.50307692307693,NA,NA,NA,5.83333333333333,5,1,2,3.16227766016838,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,9.49007578797654,NA,NA,NA,5.71547606649408,0,1,1.5,10,5.76555023923445,NA,9.71428571428571,4.66666666666667,10,2,2.5,9.00615384615385,NA,NA,NA,7,0,0,1,1,NA,NA,NA,1.4142135623731,NA,NA,0,0.7
"107","Korea DPR","PRK",NA,6.43045774647888,NA,3.375,NA,8.21522887323944,NA,3.5,5,1,1.5,2.8317862731821,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,8.01901349698258,NA,0,0,1,1,6.75,8.63636363636364,10,9,7,0,1,2.5,0,NA,NA,6.43045774647888,0,10,1,1,8.01901349698258,NA,NA,1.73205080756888,NA,NA,NA,0,0.6
"108","Kuwait","KWT",2.34969880118242,6.8705985915493,NA,6.8966,NA,3.43529929577465,1.28571428571428,0.5,0,0,0.5,1.61900669250912,9.01608582252763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56377147682641,NA,0,0,0,0,0,0.5,4.78,0.645933014354066,0,2.57142857142857,1,0,0,0,9.0132,NA,0,6.8705985915493,0,0,0,0.5,2.62118267038932,1.21298886898397,NA,NA,NA,NA,NA,0,0.4
"109","Luxembourg","LUX",2.23420993211447,10,NA,7.62,1.5,5,2.11857142857143,0,0,1,1.5,1.77827941003892,8.68461913015344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.23878442834154,0,0,1.70209954384074,0,0,1,1,5.24,0,0,0.857142857142856,0,0,0,0,10,3,3.38,10,0,0,2,2,3.16227766016838,1.12514931421108,NA,NA,NA,NA,NA,0,0.3
"110","Madagascar","MDG",0.417365879383832,6.78257042253521,NA,7.18769230769231,10,7.36341171877438,7.91325720718929,9.25,4.53219153760945,5,5,2.80016189084828,2.35946613745546,0,10,0,0,0,0,1,1,0,10,0,10,10,0,3,3,0,10,0,10,10,0,3,3,6.61466901317414,10,7.34046698301729,7.89646065527934,9.21954445729289,0,4,4.5,10,10,7.94425301501354,8.42857142857143,8.5,0,2,3.5,4.37538461538462,10,7.39794298580715,6.78257042253521,10,9.0643830752189,2,3,7.84090661495904,2.24366279417946,NA,1.73205080756888,1.4142135623731,0.526782687642637,NA,0,0.1
"111","Malta","MLT",0.311680332545877,0,NA,8.27,NA,0.501784395766675,1.85714285714286,1.25,0,1,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,8.08702664766229,NA,0,1.4638501094228,0,0,1,1,6.54,0,1.00356879153335,0.714285714285714,2.5,0,0,0,10,NA,3,0,0,0,1,1,1,1.47791778037408,NA,NA,NA,NA,NA,0,0.4
"112","Mexico","MEX",3.11280714636721,4.66989436619718,NA,5.5338476561595,4.11483253588517,3.57817878536293,5.78571428571428,4.75,1.24301942730786,0,1,1.84588118131823,8.25693363926282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.38286216406809,4.01849789832615,3.40756812266242,5.65685424949238,0,0,0,1,4.25,3.22966507177033,2.48646320452868,4.57142857142857,9.5,0,0,0.5,6.817695312319,5,7,4.66989436619718,0,2.48603885461573,0,0.5,3.4072773355448,0.588008495089451,NA,1.73205080756888,NA,NA,0.659073672105308,0,0.3
"113","Micronesia","FSM",NA,NA,NA,0,NA,NA,NA,6.16666666666667,NA,0,0.5,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.5,0,NA,NA,NA,6.11010092660779,NA,0,0.5,NA,NA,NA,8,5.33333333333333,10,1,1.5,0,NA,NA,NA,7,NA,0,0.5,NA,NA,NA,NA,1.4142135623731,NA,NA,0.3,0.8
"114","Moldova Republic of","MDA",2.0133167713819,3.70158450704224,NA,8,4.79665071770335,5.32759510855435,6.4345238095238,2.58333333333333,0,1,2,1.38706533194159,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.74596669241483,4.79233838298523,5.07339720152705,5.61142541945406,0,0,1,2,6,4.5933014354067,6.95360571006646,3.28571428571428,5.16666666666667,0,0,0,10,5,9.58333333333333,3.70158450704224,0,0,1,1.5,1.92395023507424,1.24942807089689,NA,NA,NA,NA,1.04797936062705,0,0.3
"115","Mongolia","MNG",1.8181047569223,3.56954225352113,NA,7.125,5.10047846889952,4.2555439547202,6.25496962893527,1.58333333333334,0,1,2,1.37452654624142,3.27317217767121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,6.51920240520265,4.647888855534,4.19988761950932,6.12778069853619,0,0,0,1,4.25,7.20095693779904,4.94154565591927,5,3.16666666666667,0,0,0.5,10,3,7.50993925787054,3.56954225352113,0,0,1,1.5,1.88932322632236,1.61254121014557,NA,NA,NA,NA,1.70113332067489,0,0.3
"116","Morocco","MAR",2.95943763543948,4.22975352112676,NA,7.875,NA,4.03187159196874,8.14285714285715,3.08333333333333,5,2,2.5,2.55022656381729,7.19982168334624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,1,7.58287544405155,NA,4.02701269879265,7.92824967172092,0,0,2,2,5.75,3.49282296650718,3.83398966281073,6.28571428571429,6.16666666666667,0,0,0,10,NA,10,4.22975352112676,0,10,3,3,6.50365552679934,0.841469044951003,NA,1.73205080756888,NA,NA,1.03883012277339,0,0.4
"117","Nauru","NRU",NA,NA,NA,4.92,NA,NA,NA,1.5,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,9.84,NA,NA,5.42857142857143,3,0,0,0.5,0,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0.2,0.8
"118","Panama","PAN",1.5848086089806,2.24911971830986,NA,7.3169,3.04784688995215,1.52174174446135,6.71428571428572,4.33333333333333,0,1,1.5,1.22462506264754,7.15440229353925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.02183651191054,2.2573643436327,1.33664476208016,5.8554004376912,0,0,1,1.5,5.26,5.09569377990431,0.794363770612849,3.42857142857143,8.66666666666667,0,0,0.5,9.3738,1,10,2.24911971830986,0,0,1,1.5,1.49970654406449,1.21729472569772,NA,NA,NA,NA,1.06131270663587,0,0.2
"119","Rwanda","RWA",1.61803911454339,8.19102112676057,NA,5.73581478268732,7.03349282296651,6.92008600024959,4.49056813807768,2.08333333333333,0,1,2,1.69174348054708,6.30208661109527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.45776710205829,6.733121729901,6.80237562584212,1.04796346574647,0,0,0,1.5,7.5,9.06698564593302,5.64915087373862,8.85714285714286,4.16666666666667,0,0,1.5,3.97162956537463,5,0.123993419012507,8.19102112676057,0,0,0,0.5,2.86199600397355,0.802938104160711,NA,NA,NA,NA,NA,0,0.3
"120","Samoa","WSM",NA,NA,NA,4.36,2.10287081339713,NA,NA,2.08333333333333,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79045849625013,NA,NA,0,0,0,0,8.72,3.20574162679426,NA,7.14285714285714,4.16666666666667,0,0,1,0,1,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,NA,0,0.6
"121","Sao Tome and Principe","STP",NA,4.18573943661971,NA,5.18252,NA,5.33277865259487,9.42857142857143,0.25,0,1,2,1.43035239491669,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,1.91060199937088,NA,5.2079582558414,9.4112394811432,0,0,1,1.5,10,8.20574162679426,6.47981786857003,8.85714285714286,0.5,0,1,2,0.36504,NA,10,4.18573943661971,0,0,1,1,2.04590797364391,2.2259005429988,NA,NA,NA,NA,NA,0,0.5
"122","Saudi Arabia","SAU",1.90821821796478,1.85299295774648,NA,7.07,3.69617224880383,1.99436504889539,4.42857142857143,1.75,0,1,1,1.16672483447854,6.35809430052217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43428317685817,3.45857231933038,1.98934810430445,3.60555127546399,0,0,0,0.5,4.14,2.39234449760766,2.1357371400443,1.85714285714286,3.5,0,0,0,10,5,7,1.85299295774648,0,0,1,1.5,1.36124683938898,1.37084502945408,NA,NA,NA,NA,NA,0,0.3
"123","Senegal","SEN",3.86209614138102,7.44278169014085,NA,8.875,4.19617224880383,5.00769406928899,9.57142857142857,2.91666666666667,0,2,2.5,1.65171008360641,6.57003218622513,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,8.8034084308295,2.71888662831087,4.37576829486732,9.56182887467515,0,0,2,2,7.75,7.39234449760766,2.57260644843712,9.14285714285714,5.83333333333333,0,0,1.5,10,1,10,7.44278169014085,0,0,2,2.5,2.72814620028708,0.698960278915453,NA,NA,NA,NA,NA,0,0.3
"124","Sierra Leone","SLE",0.610184546846264,4.44982394366197,NA,6.96307692307693,9.82057416267942,6.05551743577388,9.92857142857143,2.41666666666667,0,2,3,1.45239821715878,4.13392434926631,0,0,0,0,0,0,0,0,0,10,0,10,0,0,2,2,0,10,0,10,0,0,2,2,6.26590284488505,9.8189349347874,5.8387532765438,9.92831448793946,0,0,2,3,10,9.64114832535885,7.6612109278858,9.85714285714286,4.83333333333333,0,1,2.5,3.92615384615385,10,10,4.44982394366197,0,0,2,2,2.109460581206,2.23914010891517,NA,NA,NA,NA,NA,0,0.3
"125","Tanzania","TZA",0.267716202641073,2.46919014084507,NA,9.33153846153846,6.35645933014354,4.35759531654609,7.71428571428572,3.41666666666667,0,2,2.5,1.25354126095115,7.83848561323448,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,9.32564701818015,5.39803260279717,3.92715709326353,7.68114574786861,0,0,2,2.5,9,9.71291866028708,6.24600049224711,8.42857142857143,6.83333333333333,0,0,1.5,9.66307692307692,3,7,2.46919014084507,0,0,0,1,1.57136569290699,2.44885203325751,NA,NA,NA,NA,NA,0,0.3
"126","Togo","TGO",2.61800535055658,2.46919014084507,NA,9.875,4.84210526315789,4.05301741844124,6.72048499109643,1.66666666666666,0,1,1.5,1.25354126095115,7.9315616987926,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,9.87420882906575,2.94689845877251,3.73074273421934,6.37178245697499,0,0,1,1.5,9.75,8.68421052631579,5.63684469603741,8.85714285714286,3.33333333333333,0,0,1.5,10,1,4.58382712504999,2.46919014084507,0,0,1,1,1.57136569290699,0.771640418829647,NA,NA,NA,NA,NA,0,0.3
"127","Turkey","TUR",2.01698387204271,9.99559859154929,NA,5.18956857628102,2.72727272727273,7.62855243384996,2.85714285714285,4.33333333333333,1.04518867177443,1,1.5,2.1380033148004,6.66539420857557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17091882305936,1.50755672288882,7.25202762841669,2.85356919363402,0,0,1,1.5,4.75,0.454545454545453,5.26150627615063,2.71428571428571,8.66666666666667,0,0,0.5,5.62913715256203,5,3,9.99559859154929,0,2.09037734354887,0,0.5,4.57105817409751,0.84301252549455,NA,1.73205080756888,NA,NA,NA,0,0.2
"128","Turkmenistan","TKM",NA,2.42517605633804,NA,5.88769230769231,NA,6.21258802816902,4.57142857142857,5.75,0,0,1.5,1.24791733600313,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62088413521739,NA,4.92460765578136,3.87298334620741,5.61248608016091,0,0,1,7.64,3.27751196172249,10,2.14285714285714,4.5,0,1,1.5,4.13538461538462,NA,7,2.42517605633804,7,0,0,1,1.55729767749716,NA,NA,NA,1.4142135623731,NA,NA,0,0.6
"129","Tuvalu","TUV",NA,NA,NA,4.84,NA,NA,NA,6.66666666666667,5,0,1,3.16227766016838,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,5.77350269189625,0,0,0.5,9.68,NA,NA,8,3.33333333333333,10,1,2,0,NA,NA,NA,10,0,1,1,1,NA,NA,NA,1.4142135623731,NA,NA,0.2,0.8
"130","Uzbekistan","UZB",1.42570280036757,7.09066901408449,NA,5.41960586926985,NA,8.54533450704225,5.46099281311035,7,0,2,3,1.6318183155401,6.08211454885528,0,0,0,0,0,0,0,0,0,0,10,0,10,0,2,2,0,0,10,0,10,0,2,2,5.13929682088644,NA,8.42061103132338,5.40970156417226,7,0,2,3,7.14,3.25358851674641,10,4.71428571428571,7,0,1,2,3.6992117385397,NA,6.20769991193499,7.09066901408449,7,0,0,1,2.66283101493213,0.914755859365818,NA,NA,1.4142135623731,NA,NA,0,0.4
"131","Vanuatu","VUT",0.208840870647559,NA,NA,8.46076923076923,NA,NA,7.35714285714286,3.83333333333333,0,2,2,1,3.16227766016838,0,0,0,0,0,0,0,0,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,8.45474468522307,NA,NA,7.34846922834954,0,0,2,2,8.78,8.22966507177034,NA,7.71428571428572,7.66666666666667,0,0,2,8.14153846153846,NA,7,NA,0,0,0,1,1,1.54919333848297,NA,NA,NA,NA,NA,0,0.5
"132","Australia","AUS",1.22027562017941,6.82658450704226,NA,5.125,NA,3.41329225352113,3.85714285714286,3.16666666666667,0,0,0.5,1.61640754029762,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58113883008419,NA,0,2.23606797749979,0,0,0,0,0.25,0.885167464114833,0,0.714285714285714,6.33333333333333,0,0,0,10,NA,7,6.82658450704226,0,0,1,1.5,2.61277333633101,1.5114038999078,NA,NA,NA,NA,NA,0,0.4
"133","Austria","AUT",1.4593332837222,3.92165492957746,NA,6.25,1.5,2.2411006619337,1.71428571428571,4.75,0,0,0.5,1.40723732044466,8.49567166675094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1.48265624148823,1.13389341902768,4.18330013267038,0,0,0.5,2.5,0,0.560546394289934,0.428571428571429,2.5,0,0,0,10,3,3,3.92165492957746,7,0,1,1.5,1.98031687605228,1.37932746835994,NA,NA,1.4142135623731,NA,NA,0,0.3
"134","Belgium","BEL",1.8041254159675,9.29137323943663,NA,4.38516600012639,1.5,5.63356503468263,5.21428571428571,4.16666666666667,2.5,0,1,2.61073311367488,8.2282027200676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67976412294397,0,4.28456463800384,2.07019667802706,3.05505046330389,0,0,0,2,0,1.97575682992863,0.428571428571429,1.33333333333333,0,0,0,6.77033200025279,3,10,9.29137323943663,7,5,1,2,6.81592739083855,1.1205666885744,NA,1.73205080756888,1.4142135623731,NA,NA,0,0.3
